ORDERDATE,PRICE,SALES,CITY,COUNTRY,PRODUCTLINE,CUSTOMERNAME,DEALSIZE,OCCUPATION,ANNUAL_INCOME,MONTH
2020-11-27,75.16,150.3,Los Angeles,UK,Automotive,Customer_7997,Large,Entrepreneur,295192.98,11
2020-11-28,743.72,6757.7,San Antonio,Germany,Sports,Customer_7998,Medium,Entrepreneur,269404.41,11
2020-11-29,384.33,2112.43,San Diego,Germany,Automotive,Customer_7999,Medium,Teacher,55247.0,11
2020-11-30,949.29,5804.1,San Antonio,Canada,Beauty,Customer_8000,Medium,Manager,163454.14,11
2020-12-01,425.41,1711.98,Philadelphia,Mexico,Home & Garden,Customer_8001,Medium,Manager,184903.89,12
2020-12-02,818.44,4297.36,Houston,Canada,Books,Customer_8002,Medium,Doctor,101042.5,12
2020-12-03,289.83,1516.35,Dallas,USA,Sports,Customer_8003,Large,Entrepreneur,470127.43,12
2020-12-04,306.1,1410.28,New York,Mexico,Jewelry,Customer_8004,Medium,Artist,50690.91,12
2020-12-05,599.56,979.5,Phoenix,USA,Jewelry,Customer_8005,Small,Student,25510.98,12
2020-12-06,998.0,6873.91,New York,Mexico,Sports,Customer_8006,Medium,Teacher,74224.98,12
2020-12-07,522.4,1903.77,San Jose,Germany,Food & Beverage,Customer_8007,Small,Teacher,58684.15,12
2020-12-08,936.95,3274.59,New York,USA,Books,Customer_8008,Small,Artist,70098.44,12
2020-12-09,788.39,1035.82,Philadelphia,Mexico,Jewelry,Customer_8009,Large,Student,17664.3,12
2020-12-10,797.91,1349.28,Philadelphia,Mexico,Beauty,Customer_8010,Medium,Doctor,131833.51,12
2020-12-11,441.6,1347.19,San Antonio,USA,Toys,Customer_8011,Large,Accountant,96023.0,12
2020-12-12,392.68,2984.52,San Jose,Mexico,Jewelry,Customer_8012,Medium,Lawyer,227924.31,12
2020-12-13,200.0,2219.76,Dallas,Canada,Beauty,Customer_8013,Medium,Entrepreneur,451591.78,12
2020-12-14,964.3,1359.1,Philadelphia,Canada,Electronics,Customer_8014,Large,Manager,153686.26,12
2020-12-15,959.8,6511.19,Los Angeles,USA,Clothing,Customer_8015,Large,Artist,51529.35,12
2020-12-16,749.6,862.0,Houston,Germany,Jewelry,Customer_8016,Small,Entrepreneur,199126.89,12
2020-12-17,303.29,580.71,Dallas,UK,Clothing,Customer_8017,Small,Manager,197400.05,12
2020-12-18,252.73,1752.76,Los Angeles,USA,Automotive,Customer_8018,Small,Lawyer,134348.27,12
2020-12-19,988.72,12050.36,San Antonio,USA,Home & Garden,Customer_8019,Large,Lawyer,206511.64,12
2020-12-20,75.88,341.05,Houston,USA,Food & Beverage,Customer_8020,Medium,Accountant,87238.73,12
2020-12-21,845.13,4228.92,San Jose,USA,Home & Garden,Customer_8021,Small,Salesperson,72595.86,12
2020-12-22,361.9,563.37,Philadelphia,Canada,Home & Garden,Customer_8022,Large,Lawyer,146891.69,12
2020-12-23,424.68,2324.61,New York,USA,Automotive,Customer_8023,Small,Entrepreneur,484170.41,12
2020-12-24,833.66,5807.21,San Diego,Germany,Jewelry,Customer_8024,Medium,Engineer,111451.41,12
2020-12-25,99.7,639.72,Philadelphia,UK,Home & Garden,Customer_8025,Large,Engineer,144400.89,12
2020-12-26,360.63,2644.7,San Antonio,UK,Books,Customer_8026,Large,Manager,70986.88,12
2020-12-27,952.5,2238.84,Philadelphia,Germany,Jewelry,Customer_8027,Medium,Manager,144447.18,12
2020-12-28,702.08,6841.87,San Antonio,USA,Beauty,Customer_8028,Large,Salesperson,80203.08,12
2020-12-29,757.39,4622.44,Phoenix,UK,Books,Customer_8029,Large,Engineer,127057.22,12
2020-12-30,759.93,2187.61,Chicago,Canada,Sports,Customer_8030,Large,Manager,187646.99,12
2020-01-01,69.96,121.43,Philadelphia,UK,Electronics,Customer_8031,Small,Lawyer,80748.27,1
2020-01-02,211.18,258.93,San Jose,Germany,Beauty,Customer_8032,Medium,Manager,70042.92,1
2020-01-03,496.35,1983.27,Dallas,UK,Toys,Customer_8033,Small,Teacher,58890.54,1
2020-01-04,374.47,623.6,Philadelphia,Germany,Sports,Customer_8034,Medium,Salesperson,32050.56,1
2020-01-05,416.8,1067.78,Dallas,USA,Home & Garden,Customer_8035,Large,Artist,78471.95,1
2020-01-06,783.63,2084.76,Los Angeles,UK,Automotive,Customer_8036,Medium,Student,18330.98,1
2020-01-07,24.53,57.26,New York,Germany,Clothing,Customer_8037,Large,Doctor,194532.95,1
2020-01-08,663.89,1644.24,Houston,Canada,Jewelry,Customer_8038,Large,Student,15917.06,1
2020-01-09,10.11,102.47,Phoenix,Canada,Sports,Customer_8039,Medium,Student,22830.73,1
2020-01-10,72.43,252.43,San Jose,Mexico,Automotive,Customer_8040,Large,Accountant,76596.93,1
2020-01-11,414.2,377.49,San Antonio,UK,Electronics,Customer_8041,Small,Artist,22679.6,1
2020-01-12,842.54,4018.75,San Diego,USA,Books,Customer_8042,Medium,Manager,113566.15,1
2020-01-13,153.55,425.56,New York,Mexico,Food & Beverage,Customer_8043,Medium,Accountant,77400.52,1
2020-01-14,559.08,2270.34,Philadelphia,UK,Jewelry,Customer_8044,Medium,Student,29848.82,1
2020-01-15,681.72,5690.5,New York,Canada,Sports,Customer_8045,Large,Teacher,48315.43,1
2020-01-16,237.24,3262.68,San Diego,USA,Jewelry,Customer_8046,Small,Doctor,208955.92,1
2020-01-17,517.21,1255.72,New York,Canada,Beauty,Customer_8047,Medium,Student,29809.73,1
2020-01-18,912.29,9486.03,Houston,UK,Electronics,Customer_8048,Large,Engineer,131281.73,1
2020-01-19,517.11,1508.22,Chicago,USA,Food & Beverage,Customer_8049,Small,Artist,79602.05,1
2020-01-20,165.75,526.14,Los Angeles,USA,Jewelry,Customer_8050,Large,Artist,78097.9,1
2020-01-21,631.54,3395.69,San Diego,Mexico,Toys,Customer_8051,Large,Artist,49372.37,1
2020-01-22,596.28,2471.38,Philadelphia,USA,Jewelry,Customer_8052,Small,Salesperson,78746.31,1
2020-01-23,36.69,171.96,Houston,UK,Home & Garden,Customer_8053,Large,Salesperson,37731.02,1
2020-01-24,99.69,369.94,Chicago,Germany,Jewelry,Customer_8054,Small,Lawyer,154995.3,1
2020-01-25,165.21,1411.33,Philadelphia,Germany,Jewelry,Customer_8055,Medium,Entrepreneur,414058.34,1
2020-01-26,144.93,2231.55,Philadelphia,USA,Toys,Customer_8056,Medium,Doctor,201067.06,1
2020-01-27,266.87,1897.42,Phoenix,Germany,Jewelry,Customer_8057,Small,Accountant,99188.93,1
2020-01-28,459.56,1613.61,Chicago,UK,Beauty,Customer_8058,Large,Manager,166947.67,1
2020-01-29,378.0,991.83,San Jose,Mexico,Beauty,Customer_8059,Medium,Student,18802.04,1
2020-01-30,891.74,6483.47,Dallas,Canada,Clothing,Customer_8060,Small,Entrepreneur,444064.72,1
2020-01-31,615.99,3529.73,Philadelphia,Canada,Beauty,Customer_8061,Small,Manager,129776.92,1
2020-02-01,877.38,2372.02,Phoenix,UK,Clothing,Customer_8062,Large,Accountant,64712.96,2
2020-02-02,531.77,9737.16,San Antonio,Mexico,Toys,Customer_8063,Large,Entrepreneur,439437.15,2
2020-02-03,98.97,393.54,New York,UK,Food & Beverage,Customer_8064,Medium,Manager,124316.44,2
2020-02-04,468.65,3453.44,San Antonio,USA,Beauty,Customer_8065,Medium,Teacher,70012.5,2
2020-02-05,823.81,1605.08,New York,Mexico,Toys,Customer_8066,Medium,Salesperson,68362.32,2
2020-02-06,202.16,359.12,Dallas,Germany,Automotive,Customer_8067,Large,Accountant,76731.02,2
2020-02-07,100.3,521.48,Philadelphia,USA,Jewelry,Customer_8068,Medium,Doctor,261975.28,2
2020-02-08,336.14,2699.16,San Antonio,Germany,Books,Customer_8069,Small,Engineer,112602.29,2
2020-02-09,395.01,2473.49,San Antonio,USA,Jewelry,Customer_8070,Small,Teacher,55622.48,2
2020-02-10,313.2,1537.13,New York,USA,Toys,Customer_8071,Medium,Salesperson,37671.85,2
2020-02-11,143.89,703.84,Los Angeles,USA,Clothing,Customer_8072,Large,Artist,73726.72,2
2020-02-12,258.33,414.75,San Jose,USA,Electronics,Customer_8073,Medium,Salesperson,32482.87,2
2020-02-13,685.46,8647.98,Chicago,Mexico,Toys,Customer_8074,Small,Entrepreneur,438434.31,2
2020-02-14,392.07,1126.78,San Diego,Mexico,Books,Customer_8075,Medium,Lawyer,141193.46,2
2020-02-15,636.22,2305.71,Dallas,USA,Sports,Customer_8076,Small,Teacher,65573.55,2
2020-02-16,540.94,3261.93,San Diego,UK,Toys,Customer_8077,Large,Artist,75331.98,2
2020-02-17,553.56,1038.28,Philadelphia,USA,Jewelry,Customer_8078,Small,Entrepreneur,118267.98,2
2020-02-18,256.06,2147.33,Los Angeles,USA,Toys,Customer_8079,Medium,Accountant,89686.53,2
2020-02-19,526.33,9679.53,Los Angeles,UK,Jewelry,Customer_8080,Large,Doctor,252886.57,2
2020-02-20,33.36,11.73,San Jose,UK,Food & Beverage,Customer_8081,Large,Salesperson,83030.87,2
2020-02-21,437.43,5199.2,San Antonio,USA,Food & Beverage,Customer_8082,Large,Accountant,86794.23,2
2020-02-22,576.9,2591.98,Dallas,Canada,Toys,Customer_8083,Medium,Artist,57484.37,2
2020-02-23,190.18,993.14,Philadelphia,Canada,Electronics,Customer_8084,Small,Entrepreneur,390887.15,2
2020-02-24,263.99,2492.85,New York,UK,Automotive,Customer_8085,Medium,Lawyer,222974.7,2
2020-02-25,227.34,1900.97,Dallas,USA,Jewelry,Customer_8086,Small,Salesperson,83326.92,2
2020-02-26,79.85,1109.84,San Antonio,Germany,Home & Garden,Customer_8087,Large,Doctor,170800.99,2
2020-02-27,354.38,3231.4,Chicago,Germany,Electronics,Customer_8088,Small,Lawyer,249443.49,2
2020-02-28,979.18,8613.47,Los Angeles,USA,Jewelry,Customer_8089,Large,Manager,126485.35,2
2020-02-29,360.34,1215.2,Chicago,USA,Clothing,Customer_8090,Large,Entrepreneur,61009.12,2
2020-03-01,465.93,3935.65,Los Angeles,USA,Books,Customer_8091,Large,Accountant,75383.19,3
2020-03-02,656.56,3169.59,San Jose,Germany,Toys,Customer_8092,Large,Salesperson,38944.81,3
2020-03-03,652.01,837.81,Los Angeles,Germany,Clothing,Customer_8093,Medium,Salesperson,38500.98,3
2020-03-04,950.4,1534.98,Houston,UK,Clothing,Customer_8094,Small,Artist,36892.1,3
2020-03-05,858.99,3402.98,Philadelphia,Mexico,Toys,Customer_8095,Medium,Doctor,110675.1,3
2020-03-06,796.01,9089.47,Chicago,UK,Home & Garden,Customer_8096,Large,Engineer,121966.1,3
2020-03-07,952.11,4288.7,Dallas,UK,Sports,Customer_8097,Small,Manager,79618.55,3
2020-03-08,238.46,771.83,Phoenix,Canada,Automotive,Customer_8098,Small,Lawyer,114559.22,3
2020-03-09,620.88,1237.83,Phoenix,UK,Books,Customer_8099,Small,Teacher,43715.99,3
2020-03-10,888.32,1327.39,San Antonio,UK,Sports,Customer_8100,Medium,Teacher,42526.71,3
2020-03-11,627.9,600.62,Dallas,UK,Electronics,Customer_8101,Small,Salesperson,48742.62,3
2020-03-12,977.65,3214.13,New York,UK,Jewelry,Customer_8102,Small,Artist,54313.94,3
2020-03-13,109.35,106.71,Dallas,Mexico,Home & Garden,Customer_8103,Small,Student,29470.28,3
2020-03-14,444.94,3747.39,Los Angeles,Canada,Sports,Customer_8104,Small,Salesperson,91288.97,3
2020-03-15,977.59,8126.38,Chicago,Germany,Home & Garden,Customer_8105,Large,Teacher,75037.36,3
2020-03-16,385.77,2064.94,Phoenix,USA,Beauty,Customer_8106,Small,Teacher,47042.68,3
2020-03-17,742.16,7120.51,San Jose,Germany,Automotive,Customer_8107,Large,Manager,104437.94,3
2020-03-18,40.1,106.21,Houston,Canada,Clothing,Customer_8108,Small,Accountant,55347.53,3
2020-03-19,697.89,505.42,Phoenix,UK,Beauty,Customer_8109,Small,Student,26677.03,3
2020-03-20,935.28,2802.81,San Jose,Germany,Clothing,Customer_8110,Medium,Salesperson,34887.14,3
2020-03-21,388.88,1486.34,Phoenix,UK,Toys,Customer_8111,Medium,Manager,142370.44,3
2020-03-22,31.09,128.06,Phoenix,Mexico,Clothing,Customer_8112,Medium,Artist,34872.53,3
2020-03-23,37.63,264.55,San Jose,Mexico,Toys,Customer_8113,Small,Manager,101647.93,3
2020-03-24,893.1,4636.64,San Jose,Canada,Toys,Customer_8114,Large,Salesperson,99350.75,3
2020-03-25,725.29,10085.04,San Jose,Germany,Food & Beverage,Customer_8115,Medium,Entrepreneur,390550.91,3
2020-03-26,115.62,257.27,Phoenix,Mexico,Jewelry,Customer_8116,Medium,Engineer,135324.54,3
2020-03-27,64.04,142.94,Los Angeles,Canada,Sports,Customer_8117,Small,Salesperson,70038.79,3
2020-03-28,806.78,14212.34,New York,Canada,Books,Customer_8118,Medium,Doctor,274202.86,3
2020-03-29,811.76,2051.09,San Jose,Canada,Clothing,Customer_8119,Small,Teacher,65819.62,3
2020-03-30,129.32,561.24,San Diego,Germany,Home & Garden,Customer_8120,Large,Student,29192.61,3
2020-03-31,308.51,646.75,Chicago,Germany,Electronics,Customer_8121,Small,Student,19220.08,3
2020-04-01,782.23,5314.77,San Antonio,Canada,Clothing,Customer_8122,Large,Accountant,91672.37,4
2020-04-02,530.16,1646.3,San Diego,USA,Automotive,Customer_8123,Large,Engineer,122111.82,4
2020-04-03,957.02,8734.92,Philadelphia,Germany,Sports,Customer_8124,Small,Doctor,178587.46,4
2020-04-04,486.25,2089.63,Philadelphia,Germany,Sports,Customer_8125,Small,Teacher,75188.32,4
2020-04-05,680.19,3168.05,Chicago,USA,Books,Customer_8126,Large,Student,29697.05,4
2020-04-06,514.69,6825.61,Dallas,Germany,Electronics,Customer_8127,Medium,Doctor,198753.9,4
2020-04-07,943.54,1408.81,Chicago,Germany,Toys,Customer_8128,Small,Manager,120783.29,4
2020-04-08,404.67,1527.16,Phoenix,Mexico,Electronics,Customer_8129,Small,Accountant,83035.65,4
2020-04-09,237.5,1507.55,Philadelphia,USA,Home & Garden,Customer_8130,Small,Salesperson,89691.57,4
2020-04-10,333.37,2903.11,New York,Mexico,Home & Garden,Customer_8131,Large,Salesperson,75182.79,4
2020-04-11,854.25,957.9,Dallas,USA,Books,Customer_8132,Medium,Entrepreneur,70147.57,4
2020-04-12,502.96,2636.56,San Antonio,USA,Home & Garden,Customer_8133,Small,Teacher,61686.8,4
2020-04-13,360.71,3365.33,New York,USA,Toys,Customer_8134,Small,Doctor,103460.02,4
2020-04-14,548.82,5914.5,Philadelphia,Germany,Toys,Customer_8135,Medium,Lawyer,212351.01,4
2020-04-15,141.9,433.36,San Antonio,Canada,Toys,Customer_8136,Large,Student,19924.68,4
2020-04-16,15.31,130.3,Phoenix,UK,Toys,Customer_8137,Small,Artist,48320.45,4
2020-04-17,287.78,1783.67,Phoenix,Canada,Home & Garden,Customer_8138,Small,Artist,67920.69,4
2020-04-18,608.96,2929.22,San Antonio,Germany,Food & Beverage,Customer_8139,Large,Salesperson,33251.42,4
2020-04-19,714.56,4021.45,Chicago,Germany,Food & Beverage,Customer_8140,Small,Lawyer,106952.06,4
2020-04-20,828.34,2633.81,Chicago,UK,Clothing,Customer_8141,Large,Artist,43877.62,4
2020-04-21,927.4,2433.34,New York,Germany,Toys,Customer_8142,Medium,Engineer,80693.26,4
2020-04-22,417.99,2933.36,San Diego,USA,Sports,Customer_8143,Medium,Engineer,90411.13,4
2020-04-23,743.11,851.6,Los Angeles,Mexico,Jewelry,Customer_8144,Large,Teacher,79926.99,4
2020-04-24,83.93,1301.65,Chicago,Mexico,Electronics,Customer_8145,Large,Lawyer,220320.45,4
2020-04-25,66.95,1035.29,San Antonio,USA,Books,Customer_8146,Large,Engineer,139551.16,4
2020-04-26,133.55,584.89,San Jose,Canada,Beauty,Customer_8147,Medium,Engineer,144334.92,4
2020-04-27,454.08,1894.71,San Jose,Mexico,Beauty,Customer_8148,Medium,Salesperson,53865.51,4
2020-04-28,219.17,438.76,San Diego,USA,Jewelry,Customer_8149,Small,Artist,37824.62,4
2020-04-29,294.06,1464.06,Dallas,Canada,Beauty,Customer_8150,Large,Teacher,49362.5,4
2020-04-30,651.4,8450.91,San Diego,Mexico,Jewelry,Customer_8151,Large,Doctor,266023.38,4
2020-05-01,364.94,1905.91,San Antonio,USA,Sports,Customer_8152,Small,Manager,158341.74,5
2020-05-02,561.8,1581.68,San Jose,Mexico,Toys,Customer_8153,Small,Student,18542.58,5
2020-05-03,418.28,1560.57,New York,Mexico,Beauty,Customer_8154,Medium,Student,20654.91,5
2020-05-04,177.28,797.82,New York,Mexico,Home & Garden,Customer_8155,Small,Accountant,85469.82,5
2020-05-05,83.28,489.1,San Diego,UK,Home & Garden,Customer_8156,Small,Manager,138658.21,5
2020-05-06,243.87,403.36,San Antonio,Canada,Beauty,Customer_8157,Large,Manager,185534.6,5
2020-05-07,67.12,44.47,Los Angeles,Mexico,Food & Beverage,Customer_8158,Small,Student,20708.49,5
2020-05-08,622.43,3434.84,Dallas,USA,Toys,Customer_8159,Large,Student,28627.86,5
2020-05-09,797.76,11961.54,San Jose,UK,Jewelry,Customer_8160,Large,Doctor,188273.51,5
2020-05-10,346.34,5248.0,San Antonio,Germany,Toys,Customer_8161,Large,Lawyer,206883.35,5
2020-05-11,393.24,944.48,Dallas,Germany,Sports,Customer_8162,Small,Lawyer,238143.23,5
2020-05-12,818.03,5463.92,New York,Canada,Home & Garden,Customer_8163,Small,Doctor,281515.14,5
2020-05-13,230.39,301.36,Chicago,USA,Books,Customer_8164,Large,Artist,23417.17,5
2020-05-14,127.97,966.73,San Jose,UK,Food & Beverage,Customer_8165,Medium,Manager,96741.56,5
2020-05-15,506.11,6795.71,Los Angeles,USA,Sports,Customer_8166,Medium,Entrepreneur,264607.44,5
2020-05-16,649.73,7409.67,Philadelphia,UK,Clothing,Customer_8167,Large,Manager,126102.06,5
2020-05-17,603.66,2995.38,San Jose,UK,Books,Customer_8168,Medium,Accountant,94862.42,5
2020-05-18,716.73,566.55,Houston,Germany,Sports,Customer_8169,Small,Student,29170.64,5
2020-05-19,66.18,354.35,Los Angeles,Canada,Beauty,Customer_8170,Large,Manager,84612.61,5
2020-05-20,433.92,1443.48,Los Angeles,Canada,Toys,Customer_8171,Small,Student,21777.88,5
2020-05-21,246.18,291.4,Philadelphia,USA,Clothing,Customer_8172,Medium,Manager,95013.43,5
2020-05-22,761.53,6400.51,Dallas,UK,Automotive,Customer_8173,Medium,Accountant,112587.53,5
2020-05-23,874.0,3808.28,Philadelphia,UK,Toys,Customer_8174,Small,Artist,77874.81,5
2020-05-24,288.52,910.08,Houston,Mexico,Toys,Customer_8175,Medium,Entrepreneur,265415.76,5
2020-05-25,104.27,582.91,Dallas,Canada,Automotive,Customer_8176,Medium,Engineer,69360.93,5
2020-05-26,260.89,671.31,Los Angeles,UK,Food & Beverage,Customer_8177,Small,Doctor,257058.93,5
2020-05-27,112.97,275.71,Philadelphia,USA,Sports,Customer_8178,Small,Doctor,239428.27,5
2020-05-28,329.2,525.48,San Antonio,Germany,Beauty,Customer_8179,Small,Entrepreneur,209601.87,5
2020-05-29,542.82,3329.44,Chicago,Germany,Electronics,Customer_8180,Small,Manager,185362.97,5
2020-05-30,973.94,4269.1,Houston,Canada,Home & Garden,Customer_8181,Medium,Engineer,147824.87,5
2020-05-31,405.38,1158.99,San Antonio,Canada,Jewelry,Customer_8182,Small,Accountant,89049.77,5
2020-06-01,227.84,1780.36,Dallas,Mexico,Beauty,Customer_8183,Large,Lawyer,176173.74,6
2020-06-02,175.13,501.22,Phoenix,Canada,Clothing,Customer_8184,Medium,Manager,108676.76,6
2020-06-03,181.31,794.78,Los Angeles,UK,Books,Customer_8185,Medium,Artist,55070.36,6
2020-06-04,200.67,449.69,San Diego,UK,Books,Customer_8186,Small,Student,21594.63,6
2020-06-05,764.64,3961.39,Dallas,UK,Toys,Customer_8187,Medium,Teacher,52087.64,6
2020-06-06,70.42,167.21,Los Angeles,UK,Books,Customer_8188,Small,Manager,78734.08,6
2020-06-07,997.43,4057.12,San Jose,Mexico,Books,Customer_8189,Medium,Teacher,50108.31,6
2020-06-08,527.46,2612.23,San Jose,Canada,Sports,Customer_8190,Small,Manager,95721.1,6
2020-06-09,548.83,1156.84,New York,Canada,Books,Customer_8191,Medium,Entrepreneur,293918.89,6
2020-06-10,363.99,1619.36,Houston,Canada,Sports,Customer_8192,Large,Teacher,64066.8,6
2020-06-11,693.35,3447.47,New York,Mexico,Books,Customer_8193,Small,Manager,149114.32,6
2020-06-12,476.74,3035.87,New York,Mexico,Clothing,Customer_8194,Small,Doctor,177636.2,6
2020-06-13,335.77,945.65,Phoenix,UK,Automotive,Customer_8195,Large,Teacher,56849.19,6
2020-06-14,272.49,1851.4,San Antonio,Mexico,Books,Customer_8196,Small,Manager,178451.0,6
2020-06-15,926.39,4472.92,Chicago,Mexico,Toys,Customer_8197,Medium,Lawyer,160959.58,6
2020-06-16,298.08,1246.96,San Antonio,USA,Clothing,Customer_8198,Medium,Student,29816.6,6
2020-06-17,442.03,1380.26,Phoenix,UK,Electronics,Customer_8199,Medium,Lawyer,154734.93,6
2020-06-18,356.84,1658.07,San Jose,UK,Automotive,Customer_8200,Large,Engineer,118462.29,6
2020-06-19,95.32,994.93,San Diego,USA,Books,Customer_8201,Large,Manager,76547.19,6
2020-06-20,194.08,1212.0,San Antonio,Canada,Clothing,Customer_8202,Medium,Salesperson,75733.79,6
2020-06-21,197.61,1996.78,New York,USA,Clothing,Customer_8203,Large,Artist,71085.58,6
2020-06-22,696.71,2475.71,New York,USA,Sports,Customer_8204,Small,Lawyer,240217.83,6
2020-06-23,412.52,4259.98,San Antonio,USA,Toys,Customer_8205,Large,Teacher,79892.82,6
2020-06-24,784.15,5366.76,Philadelphia,Mexico,Clothing,Customer_8206,Small,Entrepreneur,176980.39,6
2020-06-25,711.86,3475.29,Dallas,USA,Toys,Customer_8207,Medium,Artist,54522.2,6
2020-06-26,200.13,147.53,San Diego,Germany,Electronics,Customer_8208,Medium,Salesperson,61550.26,6
2020-06-27,567.29,788.67,Philadelphia,USA,Beauty,Customer_8209,Medium,Accountant,89467.22,6
2020-06-28,745.48,6207.91,Philadelphia,Canada,Home & Garden,Customer_8210,Large,Manager,90468.88,6
2020-06-29,636.71,8580.93,Dallas,Canada,Sports,Customer_8211,Medium,Entrepreneur,435267.31,6
2020-06-30,604.02,2796.12,Houston,Canada,Books,Customer_8212,Large,Manager,188243.96,6
2020-07-01,742.21,3472.79,Dallas,USA,Toys,Customer_8213,Medium,Engineer,100469.55,7
2020-07-02,66.21,134.18,San Diego,UK,Electronics,Customer_8214,Small,Salesperson,49630.09,7
2020-07-03,734.11,809.46,Chicago,Canada,Food & Beverage,Customer_8215,Large,Manager,88308.35,7
2020-07-04,279.93,1264.9,Houston,USA,Automotive,Customer_8216,Small,Teacher,67350.59,7
2020-07-05,576.15,1540.69,San Antonio,Canada,Books,Customer_8217,Small,Engineer,88100.87,7
2020-07-06,249.88,516.03,Chicago,Mexico,Clothing,Customer_8218,Small,Doctor,281907.71,7
2020-07-07,840.43,1601.69,Chicago,Mexico,Home & Garden,Customer_8219,Medium,Accountant,96970.87,7
2020-07-08,485.75,1570.71,San Diego,USA,Automotive,Customer_8220,Small,Salesperson,75197.97,7
2020-07-09,646.51,1416.17,Phoenix,Canada,Automotive,Customer_8221,Small,Student,23391.03,7
2020-07-10,796.14,1811.82,Phoenix,Canada,Automotive,Customer_8222,Small,Entrepreneur,70599.35,7
2020-07-11,896.36,2321.29,San Diego,Germany,Clothing,Customer_8223,Large,Lawyer,238426.81,7
2020-07-12,734.74,7702.08,Philadelphia,Canada,Home & Garden,Customer_8224,Large,Manager,151631.87,7
2020-07-13,157.28,1842.92,Phoenix,UK,Jewelry,Customer_8225,Large,Entrepreneur,497327.89,7
2020-07-14,855.99,4591.11,New York,Mexico,Electronics,Customer_8226,Large,Entrepreneur,291810.38,7
2020-07-15,622.39,2274.15,Phoenix,Canada,Food & Beverage,Customer_8227,Large,Student,25651.66,7
2020-07-16,613.36,872.66,San Diego,UK,Jewelry,Customer_8228,Large,Student,15843.14,7
2020-07-17,922.13,4735.01,Dallas,USA,Toys,Customer_8229,Large,Engineer,116856.26,7
2020-07-18,256.34,604.09,Philadelphia,Mexico,Food & Beverage,Customer_8230,Medium,Salesperson,83525.47,7
2020-07-19,247.19,840.77,San Jose,USA,Jewelry,Customer_8231,Large,Teacher,71140.57,7
2020-07-20,518.06,1208.58,Chicago,Canada,Sports,Customer_8232,Small,Accountant,103907.82,7
2020-07-21,753.35,2962.32,San Diego,USA,Toys,Customer_8233,Medium,Student,18394.24,7
2020-07-22,452.77,791.47,Phoenix,Mexico,Toys,Customer_8234,Large,Student,29630.98,7
2020-07-23,637.55,7536.47,Los Angeles,USA,Toys,Customer_8235,Large,Lawyer,249180.96,7
2020-07-24,458.0,1025.31,New York,USA,Beauty,Customer_8236,Small,Doctor,115119.18,7
2020-07-25,614.28,1416.21,San Diego,USA,Home & Garden,Customer_8237,Small,Student,29046.7,7
2020-07-26,824.04,3646.69,Los Angeles,UK,Clothing,Customer_8238,Small,Doctor,157889.84,7
2020-07-27,188.67,806.32,Chicago,UK,Beauty,Customer_8239,Medium,Engineer,122035.57,7
2020-07-28,698.42,1668.43,Dallas,Canada,Jewelry,Customer_8240,Medium,Teacher,53524.44,7
2020-07-29,789.55,14389.06,New York,USA,Food & Beverage,Customer_8241,Medium,Entrepreneur,485489.45,7
2020-07-30,452.64,546.67,San Diego,UK,Sports,Customer_8242,Medium,Student,16522.56,7
2020-07-31,330.0,2050.19,Los Angeles,Mexico,Toys,Customer_8243,Small,Manager,134707.09,7
2020-08-01,23.41,231.11,San Diego,Mexico,Food & Beverage,Customer_8244,Small,Doctor,185609.56,8
2020-08-02,799.13,4389.38,Los Angeles,USA,Sports,Customer_8245,Small,Lawyer,135423.99,8
2020-08-03,334.66,182.33,San Antonio,Canada,Sports,Customer_8246,Small,Accountant,95187.38,8
2020-08-04,363.74,1051.01,Chicago,UK,Toys,Customer_8247,Small,Lawyer,102279.48,8
2020-08-05,342.65,941.65,Houston,UK,Automotive,Customer_8248,Large,Student,25749.94,8
2020-08-06,503.75,984.77,New York,UK,Clothing,Customer_8249,Small,Salesperson,98641.45,8
2020-08-07,705.47,3619.58,San Jose,Canada,Jewelry,Customer_8250,Small,Entrepreneur,412051.42,8
2020-08-08,774.14,2531.77,New York,Germany,Beauty,Customer_8251,Large,Teacher,74400.67,8
2020-08-09,398.65,1007.8,San Jose,UK,Jewelry,Customer_8252,Medium,Manager,116752.78,8
2020-08-10,666.47,2133.86,San Diego,USA,Sports,Customer_8253,Small,Salesperson,52742.06,8
2020-08-11,723.48,1233.57,San Diego,UK,Home & Garden,Customer_8254,Large,Lawyer,167898.22,8
2020-08-12,303.95,2397.07,Los Angeles,UK,Automotive,Customer_8255,Large,Doctor,109145.32,8
2020-08-13,105.66,1420.14,Houston,Germany,Home & Garden,Customer_8256,Large,Doctor,289071.63,8
2020-08-14,895.72,1355.87,Los Angeles,USA,Clothing,Customer_8257,Large,Salesperson,40064.96,8
2020-08-15,680.34,3048.55,San Diego,USA,Sports,Customer_8258,Medium,Doctor,280602.61,8
2020-08-16,651.63,4988.45,San Antonio,USA,Sports,Customer_8259,Medium,Lawyer,94208.98,8
2020-08-17,68.31,108.33,San Antonio,UK,Home & Garden,Customer_8260,Medium,Salesperson,87583.74,8
2020-08-18,819.69,858.66,San Jose,UK,Books,Customer_8261,Small,Lawyer,105833.63,8
2020-08-19,570.39,3348.36,Chicago,Mexico,Sports,Customer_8262,Large,Manager,74957.11,8
